Protein Group,Protein ID,Accession,Significance,-10lgP,Si5B-Heavy-Hypoxia : Heavy_Area,Si5B-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Hypoxia : Heavy_Area,SiCTL-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Normoxia : Heavy_Area,SiCTL-Heavy-Normoxia : Light_Area,Ratio Si5B-Heavy-Hypoxia : Heavy,Ratio Si5B-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Hypoxia : Heavy,Ratio SiCTL-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Normoxia : Heavy,Ratio SiCTL-Heavy-Normoxia : Light,Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light)_Area,Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light)_Area,Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light)_Area,Ratio Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light),Ratio Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light),Ratio Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light),Max Ratio,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description,pSILAC H/N ratio,pSILAC Si5B/CTL Hyp ratio,Total H/N ratio,Total Si5B/CTL Hyp ratio,Accession,Gene Name,Species
867,11788,sp|Q9NR30|DDX21_HUMAN,2.45,126.86,3.82E+06,5.48E+06,1.37E+06,5.54E+06,6.90E+06,1.41E+07,1,1.44,0.36,1.45,1.81,3.7,4.65E+06,3.46E+06,1.05E+07,1,0.74,2.26,3.04,18,16,12,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,87344,Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5,0.20,2.78,0.33,1.35,Q9NR30,DDX21,HUMAN
137,11141,sp|P19338|NUCL_HUMAN,1.25,223.37,8.45E+07,3.28E+08,2.86E+07,2.55E+08,7.38E+07,2.21E+08,1,3.88,0.34,3.02,0.87,2.61,2.06E+08,1.42E+08,1.47E+08,1,0.69,0.71,1.46,46,36,36,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,76615,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3,0.39,2.96,0.96,1.46,P19338,NUCL,HUMAN
2299,13347,sp|P31483|TIA1_HUMAN,4.64,73.32,1.22E+06,2.42E+06,5.47E+05,1.90E+06,2.44E+03,2.58E+03,1,1.99,0.45,1.56,0,0,1.82E+06,1.22E+06,2.51E+03,1,0.67,0,256,9,4,4,13C(6) 15N(4) Silac label,42963,Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3,224.67,2.22,486.80,1.49,P31483,TIA1,HUMAN
1190,12736,sp|O75607|NPM3_HUMAN,0.9,86.94,4.59E+06,4.50E+07,1.30E+06,5.00E+07,2.16E+07,4.65E+07,1,9.8,0.28,10.89,4.71,10.13,2.48E+07,2.57E+07,3.41E+07,1,1.03,1.37,1.37,37,3,3,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,19344,Nucleoplasmin-3 OS=Homo sapiens GN=NPM3 PE=1 SV=3,0.06,3.54,0.75,0.97,O75607,NPM3,HUMAN
1906,13225,sp|Q8NFH3|NUP43_HUMAN,1.47,70.84,4.23E+06,1.30E+07,1.68E+06,9.39E+06,3.37E+06,6.13E+06,1,3.07,0.4,2.22,0.8,1.45,8.62E+06,5.54E+06,4.75E+06,1,0.64,0.55,1.82,8,2,2,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,42151,Nucleoporin Nup43 OS=Homo sapiens GN=NUP43 PE=1 SV=1,0.50,2.51,1.17,1.56,Q8NFH3,NUP43,HUMAN
1297,12066,sp|Q8NFH5|NUP53_HUMAN,0.5,130.94,5.48E+06,1.71E+07,1.92E+06,1.65E+07,9.11E+06,1.31E+07,1,3.12,0.35,3,1.66,2.39,1.13E+07,9.19E+06,1.11E+07,1,0.81,0.98,1.23,27,7,7,Deamidation (NQ); 13C(6) 15N(4) Silac label,34774,Nucleoporin NUP53 OS=Homo sapiens GN=NUP35 PE=1 SV=1,0.21,2.85,0.83,1.23,Q8NFH5,NUP53,HUMAN
2451,13249,sp|Q7Z3B4|NUP54_HUMAN,6.29,63.97,1.30E+06,3.37E+06,1.13E+05,1.57E+06,0,0,1,2.59,0.09,1.21,0,0,2.34E+06,8.41E+05,0,1,0.36,0,256,7,3,3,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,55436,Nucleoporin p54 OS=Homo sapiens GN=NUP54 PE=1 SV=2,#DIV/0!,11.54,#DIV/0!,2.78,Q7Z3B4,NUP54,HUMAN
365,11363,sp|P12270|TPR_HUMAN,0.65,165.75,1.98E+07,5.37E+07,7.81E+06,5.05E+07,1.92E+07,4.79E+07,1,2.71,0.39,2.55,0.97,2.42,3.67E+07,2.92E+07,3.35E+07,1,0.79,0.91,1.26,23,41,41,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,267290,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3,0.41,2.53,0.87,1.26,P12270,TPR,HUMAN
174,11339,sp|P55209|NP1L1_HUMAN,1.56,203.13,9.21E+07,3.78E+08,4.51E+07,2.63E+08,1.09E+08,3.09E+08,1,4.1,0.49,2.86,1.19,3.36,2.35E+08,1.54E+08,2.09E+08,1,0.66,0.89,1.53,44,17,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,45374,Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1,0.41,2.04,0.74,1.53,P55209,NP1L1,HUMAN
2006,21013,sp|Q96RE7|NACC1_HUMAN,3.73,77.96,2.05E+06,1.04E+05,5.50E+05,4.13E+04,2.64E+06,1.98E+06,1,0.05,0.27,0.02,1.29,0.97,1.08E+06,2.96E+05,2.31E+06,1,0.27,2.15,7.82,10,4,4,Carbamidomethylation; Oxidation (M); Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,57258,Nucleus accumbens-associated protein 1 OS=Homo sapiens GN=NACC1 PE=1 SV=1,0.21,3.72,0.13,3.64,Q96RE7,NACC1,HUMAN
1460,12147,sp|Q92882|OSTF1_HUMAN,3.07,151.22,7.68E+06,2.09E+07,3.17E+06,7.76E+06,3.46E+06,4.73E+06,1,2.72,0.41,1.01,0.45,0.62,1.43E+07,5.46E+06,4.10E+06,1,0.38,0.29,3.48,39,9,9,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,23787,Osteoclast-stimulating factor 1 OS=Homo sapiens GN=OSTF1 PE=1 SV=2,0.91,2.43,1.33,2.61,Q92882,OSTF1,HUMAN
1693,12658,sp|Q8N6M0|OTU6B_HUMAN,4.37,89.7,1.08E+06,6.90E+06,1.85E+05,1.41E+06,7.19E+05,1.70E+06,1,6.37,0.17,1.3,0.66,1.57,3.99E+06,7.97E+05,1.21E+06,1,0.2,0.3,5.01,14,3,3,13C(6) 15N(4) Silac label,33813,OTU domain-containing protein 6B OS=Homo sapiens GN=OTUD6B PE=1 SV=1,0.26,5.87,0.66,5.01,Q8N6M0,OTU6B,HUMAN
2319,12564,sp|Q9H4L5|OSBL3_HUMAN,5.95,84.66,6.13E+05,5.53E+06,0,1.17E+06,0,0,1,9.01,0,1.9,0,0,3.07E+06,5.82E+05,0,1,0.19,0,256,5,4,4,,101224,Oxysterol-binding protein-related protein 3 OS=Homo sapiens GN=OSBPL3 PE=1 SV=1,#DIV/0!,#DIV/0!,#DIV/0!,5.27,Q9H4L5,OSBL3,HUMAN
2461,12947,sp|Q6P1J9|CDC73_HUMAN,4.32,43.89,5.42E+05,2.67E+05,6.02E+04,7.79E+04,2.85E+05,3.04E+05,1,0.49,0.11,0.14,0.53,0.56,4.04E+05,6.90E+04,2.94E+05,1,0.17,0.73,5.86,7,3,3,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,60577,Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1,0.21,9.01,0.23,5.86,Q6P1J9,CDC73,HUMAN
917,11647,sp|Q8WXF1|PSPC1_HUMAN,0.99,148.28,1.56E+07,3.17E+07,1.80E+06,3.25E+07,8.81E+06,2.18E+07,1,2.03,0.11,2.08,0.56,1.39,2.37E+07,1.71E+07,1.53E+07,1,0.72,0.65,1.55,38,11,11,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,58744,Paraspeckle component 1 OS=Homo sapiens GN=PSPC1 PE=1 SV=1,0.20,8.71,1.12,1.38,Q8WXF1,PSPC1,HUMAN
1154,11611,sp|Q9NR12|PDLI7_HUMAN,4.66,112.4,7.89E+06,3.14E+07,1.32E+06,4.72E+06,2.86E+07,5.33E+06,1,3.98,0.17,0.6,3.62,0.68,1.96E+07,3.02E+06,1.69E+07,1,0.15,0.86,6.49,57,15,15,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,49845,PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1,0.05,5.97,0.18,6.49,Q9NR12,PDLI7,HUMAN
1592,12786,sp|O14908|GIPC1_HUMAN,3.63,63.81,5.69E+05,7.59E+05,8.28E+04,4.27E+04,4.40E+05,2.23E+05,1,1.34,0.15,0.08,0.77,0.39,6.64E+05,6.28E+04,3.32E+05,1,0.09,0.5,10.58,16,4,4,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,36049,PDZ domain-containing protein GIPC1 OS=Homo sapiens GN=GIPC1 PE=1 SV=2,0.19,6.87,0.19,10.58,O14908,GIPC1,HUMAN
2232,13161,sp|Q9UBV8|PEF1_HUMAN,2.73,66.82,2.53E+06,8.15E+06,1.47E+05,8.87E+05,1.23E+06,2.68E+06,1,3.23,0.06,0.35,0.49,1.06,5.34E+06,5.17E+05,1.96E+06,1,0.1,0.37,10.33,8,2,2,13C(6) 15N(4) Silac label,30381,Peflin OS=Homo sapiens GN=PEF1 PE=1 SV=1,0.12,17.19,0.26,10.33,Q9UBV8,PEF1,HUMAN
1618,12989,sp|Q6UX04|CWC27_HUMAN,0.87,70.43,5.06E+06,6.00E+06,1.68E+06,6.02E+06,5.86E+06,6.67E+06,1,1.19,0.33,1.19,1.16,1.32,5.53E+06,3.85E+06,6.27E+06,1,0.7,1.13,1.63,13,3,3,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,53847,Peptidyl-prolyl cis-trans isomerase CWC27 homolog OS=Homo sapiens GN=CWC27 PE=1 SV=1,0.29,3.02,0.61,1.44,Q6UX04,CWC27,HUMAN
1089,12090,sp|Q00688|FKBP3_HUMAN,1.18,123.82,2.60E+07,2.62E+07,3.28E+06,2.88E+07,1.01E+07,2.75E+07,1,1.01,0.13,1.11,0.39,1.06,2.61E+07,1.61E+07,1.88E+07,1,0.62,0.72,1.62,40,10,10,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,25177,Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens GN=FKBP3 PE=1 SV=1,0.32,7.92,0.85,1.62,Q00688,FKBP3,HUMAN
1748,12000,sp|Q13427|PPIG_HUMAN,5.22,116.53,1.24E+07,9.34E+06,2.73E+06,8.66E+06,5.73E+05,1.35E+06,1,0.75,0.22,0.7,0.05,0.11,1.09E+07,5.70E+06,9.60E+05,1,0.52,0.09,11.32,13,9,9,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,88617,Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens GN=PPIG PE=1 SV=2,4.77,4.53,5.94,1.91,Q13427,PPIG,HUMAN
1849,12607,sp|Q9Y3C6|PPIL1_HUMAN,4.99,91.54,1.11E+06,7.22E+06,1.36E+04,8.53E+05,1.42E+06,4.98E+06,1,6.52,0.01,0.77,1.28,4.5,4.16E+06,4.33E+05,3.20E+06,1,0.1,0.77,9.61,28,4,4,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,18237,Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens GN=PPIL1 PE=1 SV=1,0.01,81.46,0.14,9.61,Q9Y3C6,PPIL1,HUMAN
1385,12914,sp|Q9H2H8|PPIL3_HUMAN,0.67,77.56,5.82E+06,1.85E+07,1.93E+06,1.45E+07,5.85E+06,1.43E+07,1,3.17,0.33,2.48,1.01,2.45,1.21E+07,8.19E+06,1.01E+07,1,0.68,0.83,1.48,35,4,4,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,18155,Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens GN=PPIL3 PE=1 SV=1,0.33,3.02,0.81,1.48,Q9H2H8,PPIL3,HUMAN
1568,12197,sp|O00541|PESC_HUMAN,5.46,87.78,1.06E+06,3.97E+06,1.55E+05,3.85E+05,1.95E+06,2.01E+06,1,3.74,0.15,0.36,1.84,1.89,2.52E+06,2.70E+05,1.98E+06,1,0.11,0.79,9.32,12,5,5,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,68003,Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1,0.08,6.83,0.14,9.32,O00541,PESC,HUMAN
1008,11682,sp|Q6VY07|PACS1_HUMAN,0.8,115.53,1.61E+07,1.13E+07,7.69E+06,1.18E+07,1.08E+07,8.96E+06,1,0.7,0.48,0.73,0.67,0.56,1.37E+07,9.75E+06,9.89E+06,1,0.71,0.72,1.41,22,11,11,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,104898,Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens GN=PACS1 PE=1 SV=2,0.71,2.10,0.99,1.41,Q6VY07,PACS1,HUMAN
119,11781,sp|P07205|PGK2_HUMAN,3.87,195.22,3.96E+06,6.58E+06,1.94E+06,1.97E+07,1.78E+06,2.57E+06,1,1.66,0.49,4.99,0.45,0.65,5.27E+06,1.08E+07,2.17E+06,1,2.06,0.41,4.99,10,19,4,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,44796,Phosphoglycerate kinase 2 OS=Homo sapiens GN=PGK2 PE=1 SV=3,1.09,2.04,4.98,0.49,P07205,PGK2,HUMAN
1793,12283,sp|Q9Y263|PLAP_HUMAN,0.98,114.74,1.54E+06,6.45E+06,3.69E+04,5.27E+06,1.50E+06,5.53E+06,1,4.2,0.02,3.43,0.98,3.6,4.00E+06,2.65E+06,3.52E+06,1,0.66,0.88,1.51,12,6,6,Carbamidomethylation,87157,Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2,0.02,41.64,0.75,1.51,Q9Y263,PLAP,HUMAN
1960,12654,sp|Q14558|KPRA_HUMAN,3.6,82.04,1.29E+07,4.41E+06,2.67E+05,1.53E+06,2.45E+04,1.36E+06,1,0.34,0.02,0.12,0,0.11,8.65E+06,8.98E+05,6.91E+05,1,0.1,0.08,12.52,10,4,3,Carbamidomethylation,39394,Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens GN=PRPSAP1 PE=1 SV=2,10.89,48.31,1.30,9.64,Q14558,KPRA,HUMAN
277,11075,sp|O15067|PUR4_HUMAN,0.98,224.58,1.90E+07,2.51E+08,7.17E+06,2.38E+08,4.79E+07,1.48E+08,1,13.25,0.38,12.56,2.53,7.83,1.35E+08,1.23E+08,9.81E+07,1,0.91,0.73,1.38,42,39,39,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,144734,Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4,0.15,2.64,1.25,1.10,O15067,PUR4,HUMAN
898,11464,sp|Q9Y617|SERC_HUMAN,1.86,127.94,3.08E+06,3.38E+07,5.86E+05,3.71E+07,3.31E+06,1.59E+07,1,10.99,0.19,12.06,1.08,5.16,1.84E+07,1.88E+07,9.60E+06,1,1.02,0.52,1.96,37,12,12,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,40423,Phosphoserine aminotransferase OS=Homo sapiens GN=PSAT1 PE=1 SV=2,0.18,5.25,1.96,0.98,Q9Y617,SERC,HUMAN
727,11369,sp|Q6NYC8|PPR18_HUMAN,2.13,139.9,8.12E+06,2.01E+07,1.73E+06,1.67E+07,5.06E+06,8.07E+06,1,2.48,0.21,2.06,0.62,0.99,1.41E+07,9.23E+06,6.56E+06,1,0.65,0.47,2.15,40,15,15,Deamidation (NQ); 13C(6) 15N(4) Silac label,67943,Phostensin OS=Homo sapiens GN=PPP1R18 PE=1 SV=1,0.34,4.69,1.41,1.53,Q6NYC8,PPR18,HUMAN
1112,11928,sp|Q9H307|PININ_HUMAN,2.79,103.23,4.97E+06,1.23E+07,6.63E+05,6.98E+06,7.94E+06,1.52E+07,1,2.48,0.13,1.4,1.6,3.07,8.64E+06,3.82E+06,1.16E+07,1,0.44,1.34,3.04,15,8,8,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,81614,Pinin OS=Homo sapiens GN=PNN PE=1 SV=4,0.08,7.49,0.33,2.26,Q9H307,PININ,HUMAN
2193,12670,sp|Q9GZP4|PITH1_HUMAN,1.97,78.57,4.00E+06,5.23E+05,8.67E+04,1.09E+06,1.04E+06,2.23E+06,1,0.13,0.02,0.27,0.26,0.56,2.26E+06,5.87E+05,1.63E+06,1,0.26,0.72,3.85,19,3,3,Carbamidomethylation; 13C(6) 15N(4) Silac label,24178,PITH domain-containing protein 1 OS=Homo sapiens GN=PITHD1 PE=1 SV=1,0.08,46.14,0.36,3.85,Q9GZP4,PITH1,HUMAN
230,11503,sp|Q8NC51|PAIRB_HUMAN,1.58,172.75,3.59E+07,1.23E+08,1.73E+07,9.75E+07,6.77E+07,1.27E+08,1,3.42,0.48,2.71,1.88,3.53,7.95E+07,5.74E+07,9.72E+07,1,0.72,1.22,1.69,41,22,21,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,44965,Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2,0.26,2.07,0.59,1.38,Q8NC51,PAIRB,HUMAN
2351,13469,sp|Q9HBL7|PLRKT_HUMAN,0.33,37.96,3.65E+05,1.99E+06,1.43E+05,1.49E+06,5.71E+05,1.71E+06,1,5.46,0.39,4.07,1.56,4.68,1.18E+06,8.15E+05,1.14E+06,1,0.69,0.97,1.45,17,2,2,13C(6) 15N(2) Silac label,17201,Plasminogen receptor (KT) OS=Homo sapiens GN=PLGRKT PE=1 SV=1,0.25,2.55,0.72,1.45,Q9HBL7,PLRKT,HUMAN
319,11145,sp|P13796|PLSL_HUMAN,2.44,204.81,3.22E+07,2.38E+08,5.36E+06,1.29E+08,2.88E+07,1.11E+08,1,7.38,0.17,4.01,0.89,3.46,1.35E+08,6.73E+07,7.01E+07,1,0.5,0.52,2,45,28,22,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,70289,Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6,0.19,6.01,0.96,2.00,P13796,PLSL,HUMAN
1250,12188,sp|O43660|PLRG1_HUMAN,3.7,99.5,2.67E+07,8.55E+06,1.98E+06,6.61E+06,1.13E+07,7.68E+06,1,0.32,0.07,0.25,0.42,0.29,1.76E+07,4.30E+06,9.49E+06,1,0.24,0.54,4.1,21,6,6,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,57194,Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1,0.17,13.47,0.45,4.10,O43660,PLRG1,HUMAN
1971,12557,sp|O15031|PLXB2_HUMAN,4.22,91.54,1.20E+06,2.07E+06,5.23E+05,1.00E+07,5.81E+05,5.18E+05,1,1.73,0.44,8.39,0.49,0.43,1.64E+06,5.28E+06,5.50E+05,1,3.23,0.34,9.61,6,6,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ); 13C(6) 15N(4) Silac label,205126,Plexin-B2 OS=Homo sapiens GN=PLXNB2 PE=1 SV=3,0.90,2.29,9.61,0.31,O15031,PLXB2,HUMAN
2250,12703,sp|Q53GL7|PAR10_HUMAN,5.15,65.14,7.93E+04,1.21E+06,3.76E+04,5.40E+04,1.72E+05,546.645,1,15.25,0.47,0.68,2.17,0.01,6.45E+05,4.58E+04,8.62E+04,1,0.07,0.13,14.07,6,4,4,13C(6) 15N(4) Silac label,109998,Poly [ADP-ribose] polymerase 10 OS=Homo sapiens GN=PARP10 PE=1 SV=2,0.22,2.11,0.53,14.08,Q53GL7,PAR10,HUMAN
873,11306,sp|Q9UKK3|PARP4_HUMAN,2.13,168.49,2.18E+07,3.12E+07,3.46E+06,1.47E+07,1.08E+07,1.58E+07,1,1.43,0.16,0.67,0.5,0.72,2.65E+07,9.07E+06,1.33E+07,1,0.34,0.5,2.92,13,20,20,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,192593,Poly [ADP-ribose] polymerase 4 OS=Homo sapiens GN=PARP4 PE=1 SV=3,0.32,6.29,0.68,2.92,Q9UKK3,PARP4,HUMAN
1009,12421,sp|Q86U42|PABP2_HUMAN,4.16,97.14,6.67E+06,2.74E+07,2.60E+06,1.27E+07,2.18E+07,4.10E+07,1,4.1,0.39,1.91,3.27,6.15,1.70E+07,7.67E+06,3.14E+07,1,0.45,1.85,4.1,42,4,4,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,32749,Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=1 SV=3,0.12,2.56,0.24,2.22,Q86U42,PABP2,HUMAN
334,11816,sp|Q6NZI2|PTRF_HUMAN,3.67,181.75,1.43E+08,1.72E+08,4.88E+07,7.80E+07,6.50E+07,8.87E+07,1,1.2,0.34,0.54,0.45,0.62,1.58E+08,6.34E+07,7.69E+07,1,0.4,0.49,2.49,41,21,21,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,43476,Polymerase I and transcript release factor OS=Homo sapiens GN=PTRF PE=1 SV=1,0.75,2.94,0.82,2.49,Q6NZI2,PTRF,HUMAN
1706,12558,sp|O95758|PTBP3_HUMAN,1.3,87.88,2.07E+05,2.56E+05,9.69E+04,1.90E+05,4.57E+05,5.45E+05,1,1.24,0.47,0.92,2.21,2.64,2.31E+05,1.44E+05,5.01E+05,1,0.62,2.17,3.49,4,4,2,13C(6) 15N(4) Silac label,59690,Polypyrimidine tract-binding protein 3 OS=Homo sapiens GN=PTBP3 PE=1 SV=2,0.21,2.13,0.29,1.61,O95758,PTBP3,HUMAN
2974,13879,sp|Q9C0J8|WDR33_HUMAN,2.09,33.5,3.57E+04,3.87E+05,0,1.58E+04,0,0,1,10.84,0,0.44,0,0,2.11E+05,7.90E+03,0,1,0.04,0,256,4,2,2,,145891,pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens GN=WDR33 PE=1 SV=2,#DIV/0!,#DIV/0!,#DIV/0!,26.74,Q9C0J8,WDR33,HUMAN
291,11391,sp|Q9UMS4|PRP19_HUMAN,1.89,168.08,2.60E+07,1.29E+08,8.48E+06,1.00E+08,6.49E+07,1.39E+08,1,4.97,0.33,3.85,2.5,5.34,7.76E+07,5.43E+07,1.02E+08,1,0.7,1.31,1.88,32,16,16,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,55181,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1,0.13,3.07,0.53,1.43,Q9UMS4,PRP19,HUMAN
1220,11607,sp|Q6P2Q9|PRP8_HUMAN,0.96,111.81,5.65E+06,9.09E+06,1.67E+06,8.34E+06,4.47E+06,6.15E+06,1,1.61,0.3,1.48,0.79,1.09,7.37E+06,5.01E+06,5.31E+06,1,0.68,0.72,1.47,5,11,11,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,273599,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2,0.37,3.39,0.94,1.47,Q6P2Q9,PRP8,HUMAN
506,11262,sp|O43143|DHX15_HUMAN,0.86,178.26,1.34E+07,5.18E+07,6.06E+06,3.99E+07,2.13E+07,3.85E+07,1,3.87,0.45,2.99,1.59,2.88,3.26E+07,2.30E+07,2.99E+07,1,0.71,0.92,1.42,27,26,26,Carbamidomethylation; Oxidation (M); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,90933,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2,0.28,2.21,0.77,1.42,O43143,DHX15,HUMAN
1147,11806,sp|Q8IY81|SPB1_HUMAN,0.95,117.89,2.36E+06,1.40E+07,1.09E+06,1.04E+07,3.84E+06,7.12E+06,1,5.94,0.46,4.39,1.63,3.02,8.18E+06,5.73E+06,5.48E+06,1,0.7,0.67,1.49,16,8,8,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,96558,pre-rRNA processing protein FTSJ3 OS=Homo sapiens GN=FTSJ3 PE=1 SV=2,0.28,2.16,1.05,1.43,Q8IY81,SPB1,HUMAN
953,12152,sp|P61758|PFD3_HUMAN,1.32,101.17,1.13E+07,3.82E+07,5.08E+06,3.99E+07,2.33E+07,5.18E+07,1,3.38,0.45,3.53,2.06,4.58,2.47E+07,2.25E+07,3.76E+07,1,0.91,1.52,1.67,61,11,11,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,22658,Prefoldin subunit 3 OS=Homo sapiens GN=VBP1 PE=1 SV=3,0.22,2.22,0.60,1.10,P61758,PFD3,HUMAN
1815,12945,sp|Q99471|PFD5_HUMAN,1.18,107.14,3.60E+06,5.19E+06,4.80E+05,3.76E+06,3.77E+06,4.11E+06,1,1.44,0.13,1.05,1.05,1.14,4.39E+06,2.12E+06,3.94E+06,1,0.48,0.9,2.07,27,4,4,13C(6) 15N(2) Silac label,17328,Prefoldin subunit 5 OS=Homo sapiens GN=PFDN5 PE=1 SV=2,0.13,7.50,0.54,2.07,Q99471,PFD5,HUMAN
2072,13636,sp|Q96GQ7|DDX27_HUMAN,3.28,70.92,2.01E+06,3.20E+06,9.06E+05,6.60E+05,7.67E+05,5.00E+05,1,1.59,0.45,0.33,0.38,0.25,2.60E+06,7.83E+05,6.33E+05,1,0.3,0.24,4.11,7,7,6,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,89835,Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2,1.18,2.22,1.24,3.33,Q96GQ7,DDX27,HUMAN
