"","ensembl_transcript_short","UTR_ID","alternative_UTR","ensembl_transcript_id","gene_id","V1","V4","V5","V7","hgnc_symbol","ensembl_gene_id"
"2417","ENST00000522793","utr_81936","alternative_5_UTR","ENST00000522793.5","TTC1-002","chr5",160009113,160009190,"+","TTC1","ENSG00000113312"
"2418","ENST00000522793","utr_81937","alternative_5_UTR","ENST00000522793.5","TTC1-002","chr5",160010500,160010528,"+","TTC1","ENSG00000113312"
"2419","ENST00000522904","utr_113000","","ENST00000522904.5","TACC1-031","chr8",38757281,38757332,"+","TACC1","ENSG00000147526"
"2420","ENST00000522965","utr_115916","","ENST00000522965.1","RIPK2-002","chr8",89757806,89758060,"+","RIPK2","ENSG00000104312"
"2421","ENST00000523282","utr_40066","","ENST00000523282.5","DNPEP-015","chr2",219399926,219400007,"-","DNPEP","ENSG00000123992"
"2422","ENST00000523389","utr_162837","alternative_5_UTR","ENST00000523389.5","LARP4-007","chr12",50400950,50401028,"+","LARP4","ENSG00000161813"
"2423","ENST00000523389","utr_162838","alternative_5_UTR","ENST00000523389.5","LARP4-007","chr12",50402675,50402813,"+","LARP4","ENSG00000161813"
"2424","ENST00000523389","utr_162839","alternative_5_UTR","ENST00000523389.5","LARP4-007","chr12",50412405,50412453,"+","LARP4","ENSG00000161813"
"2425","ENST00000523389","utr_162840","alternative_5_UTR","ENST00000523389.5","LARP4-007","chr12",50427762,50427909,"+","LARP4","ENSG00000161813"
"2426","ENST00000523389","utr_162841","alternative_5_UTR","ENST00000523389.5","LARP4-007","chr12",50428917,50428978,"+","LARP4","ENSG00000161813"
"2427","ENST00000523396","utr_112019","alternative_5_UTR","ENST00000523396.1","CLU-012","chr8",27614655,27614698,"-","CLU","ENSG00000120885"
"2428","ENST00000523396","utr_112020","alternative_5_UTR","ENST00000523396.1","CLU-012","chr8",27613578,27613683,"-","CLU","ENSG00000120885"
"2429","ENST00000523396","utr_112021","alternative_5_UTR","ENST00000523396.1","CLU-012","chr8",27610572,27610600,"-","CLU","ENSG00000120885"
"2430","ENST00000523444","utr_115963","","ENST00000523444.1","NBN-009","chr8",89984562,89984619,"-","NBN","ENSG00000104320"
"2431","ENST00000523469","utr_115893","alternative_5_UTR","ENST00000523469.5","CPNE3-008","chr8",86514504,86514541,"+","CPNE3","ENSG00000085719"
"2432","ENST00000523469","utr_115894","alternative_5_UTR","ENST00000523469.5","CPNE3-008","chr8",86515462,86515499,"+","CPNE3","ENSG00000085719"
"2433","ENST00000523469","utr_115895","alternative_5_UTR","ENST00000523469.5","CPNE3-008","chr8",86521604,86521714,"+","CPNE3","ENSG00000085719"
"2434","ENST00000523469","utr_115896","alternative_5_UTR","ENST00000523469.5","CPNE3-008","chr8",86528536,86528545,"+","CPNE3","ENSG00000085719"
"2435","ENST00000523500","utr_112002","alternative_5_UTR","ENST00000523500.5","CLU-003","chr8",27610572,27611357,"-","CLU","ENSG00000120885"
"2436","ENST00000523589","utr_112005","alternative_5_UTR","ENST00000523589.5","CLU-018","chr8",27614655,27614690,"-","CLU","ENSG00000120885"
"2437","ENST00000523589","utr_112006","alternative_5_UTR","ENST00000523589.5","CLU-018","chr8",27610572,27610600,"-","CLU","ENSG00000120885"
"2438","ENST00000523666","utr_112422","","ENST00000523666.5","DCTN6-007","chr8",30156370,30156383,"+","DCTN6","ENSG00000104671"
"2439","ENST00000523768","utr_75351","","ENST00000523768.5","TNPO1-013","chr5",72816672,72816737,"+","TNPO1","ENSG00000083312"
"2440","ENST00000523944","utr_113795","alternative_5_UTR","ENST00000523944.5","MCM4-004","chr8",47960898,47961014,"+","MCM4","ENSG00000104738"
"2441","ENST00000523944","utr_113796","alternative_5_UTR","ENST00000523944.5","MCM4-004","chr8",47961131,47961144,"+","MCM4","ENSG00000104738"
"2442","ENST00000523986","utr_117938","","ENST00000523986.5","RAD21-003","chr8",116850750,116852252,"-","RAD21","ENSG00000164754"
"2443","ENST00000524086","utr_113800","","ENST00000524086.5","MCM4-005","chr8",47960958,47961014,"+","MCM4","ENSG00000104738"
"2444","ENST00000524086","utr_113801","","ENST00000524086.5","MCM4-005","chr8",47961131,47961144,"+","MCM4","ENSG00000104738"
"2445","ENST00000524142","utr_81441","","ENST00000524142.5","ATOX1-001","chr5",151772403,151772532,"-","ATOX1","ENSG00000177556"
"2446","ENST00000524142","utr_81442","","ENST00000524142.5","ATOX1-001","chr5",151758552,151758779,"-","ATOX1","ENSG00000177556"
"2447","ENST00000524143","utr_117688","","ENST00000524143.5","EMC2-003","chr8",108443601,108443698,"+","EMC2","ENSG00000104412"
"2448","ENST00000524143","utr_117689","","ENST00000524143.5","EMC2-003","chr8",108446162,108446258,"+","EMC2","ENSG00000104412"
"2449","ENST00000524193","utr_113017","alternative_5_UTR","ENST00000524193.1","TACC1-021","chr8",38805450,38805644,"+","TACC1","ENSG00000147526"
"2450","ENST00000524193","utr_113018","alternative_5_UTR","ENST00000524193.1","TACC1-021","chr8",38819522,38819829,"+","TACC1","ENSG00000147526"
"2451","ENST00000524299","utr_118688","","ENST00000524299.1","ASAP1-006","chr8",130443460,130443537,"-","ASAP1","ENSG00000153317"
"2452","ENST00000524299","utr_118689","","ENST00000524299.1","ASAP1-006","chr8",130401944,130401970,"-","ASAP1","ENSG00000153317"
"2453","ENST00000524354","utr_113001","alternative_5_UTR","ENST00000524354.5","TACC1-018","chr8",38785674,38785736,"+","TACC1","ENSG00000147526"
"2454","ENST00000524354","utr_113002","alternative_5_UTR","ENST00000524354.5","TACC1-018","chr8",38787557,38787582,"+","TACC1","ENSG00000147526"
"2455","ENST00000524475","utr_147682","","ENST00000524475.1","SF3B2-009","chr11",66052596,66052719,"+","SF3B2","ENSG00000087365"
"2456","ENST00000524475","utr_147683","","ENST00000524475.1","SF3B2-009","chr11",66053027,66053092,"+","SF3B2","ENSG00000087365"
"2457","ENST00000524556","utr_142458","","ENST00000524556.1","CSTF3-008","chr11",33161326,33161495,"-","CSTF3","ENSG00000176102"
"2458","ENST00000524575","utr_152248","","ENST00000524575.5","YAP1-004","chr11",102112514,102112745,"+","YAP1","ENSG00000137693"
"2459","ENST00000524575","utr_152249","","ENST00000524575.5","YAP1-004","chr11",102114144,102114356,"+","YAP1","ENSG00000137693"
"2460","ENST00000524627","utr_147680","","ENST00000524627.5","SF3B2-019","chr11",66052365,66052384,"+","SF3B2","ENSG00000087365"
"2461","ENST00000524715","utr_94221","","ENST00000524715.5","HBS1L-013","chr6",135054692,135054817,"-","HBS1L","ENSG00000112339"
"2462","ENST00000524775","utr_142461","alternative_5_UTR","ENST00000524775.1","CSTF3-004","chr11",33162166,33162371,"-","CSTF3","ENSG00000176102"
"2463","ENST00000524775","utr_142462","alternative_5_UTR","ENST00000524775.1","CSTF3-004","chr11",33161326,33161369,"-","CSTF3","ENSG00000176102"
"2464","ENST00000524815","utr_147699","","ENST00000524815.5","PACS1-013","chr11",66240948,66241074,"+","PACS1","ENSG00000175115"
"2465","ENST00000524815","utr_147700","","ENST00000524815.5","PACS1-013","chr11",66241427,66241613,"+","PACS1","ENSG00000175115"
"2466","ENST00000524827","utr_142452","","ENST00000524827.5","CSTF3-007","chr11",33161326,33161460,"-","CSTF3","ENSG00000176102"
"2467","ENST00000524902","utr_145627","","ENST00000524902.5","MTA2-002","chr11",62599218,62599317,"-","MTA2","ENSG00000149480"
"2468","ENST00000524902","utr_145628","","ENST00000524902.5","MTA2-002","chr11",62598522,62598639,"-","MTA2","ENSG00000149480"
"2469","ENST00000524902","utr_145629","","ENST00000524902.5","MTA2-002","chr11",62598327,62598390,"-","MTA2","ENSG00000149480"
"2470","ENST00000524902","utr_145630","","ENST00000524902.5","MTA2-002","chr11",62598024,62598141,"-","MTA2","ENSG00000149480"
"2471","ENST00000524902","utr_145631","","ENST00000524902.5","MTA2-002","chr11",62597684,62597712,"-","MTA2","ENSG00000149480"
"2472","ENST00000524951","utr_19333","","ENST00000524951.5","CSRP1-012","chr1",201507070,201507123,"-","CSRP1","ENSG00000159176"
"2473","ENST00000524951","utr_19334","","ENST00000524951.5","CSRP1-012","chr1",201496193,201496261,"-","CSRP1","ENSG00000159176"
"2474","ENST00000525067","utr_94227","","ENST00000525067.1","HBS1L-012","chr6",135054692,135054852,"-","HBS1L","ENSG00000112339"
"2475","ENST00000525132","utr_12514","alternative_5_UTR","ENST00000525132.1","CSDE1-015","chr1",114757925,114757969,"-","CSDE1","ENSG00000009307"
"2476","ENST00000525132","utr_12515","alternative_5_UTR","ENST00000525132.1","CSDE1-015","chr1",114749974,114750207,"-","CSDE1","ENSG00000009307"
"2477","ENST00000525132","utr_12516","alternative_5_UTR","ENST00000525132.1","CSDE1-015","chr1",114739692,114739725,"-","CSDE1","ENSG00000009307"
"2478","ENST00000525132","utr_12517","alternative_5_UTR","ENST00000525132.1","CSDE1-015","chr1",114737975,114738072,"-","CSDE1","ENSG00000009307"
"2479","ENST00000525459","utr_93739","","ENST00000525459.1","PTPRK-017","chr6",128520359,128520587,"-","PTPRK","ENSG00000152894"
"2480","ENST00000525515","utr_7304","","ENST00000525515.5","NASP-015","chr1",45584045,45584146,"+","NASP","ENSG00000132780"
"2481","ENST00000525878","utr_12519","alternative_5_UTR","ENST00000525878.5","CSDE1-010","chr1",114758576,114758676,"-","CSDE1","ENSG00000009307"
"2482","ENST00000525878","utr_12520","alternative_5_UTR","ENST00000525878.5","CSDE1-010","chr1",114749821,114750207,"-","CSDE1","ENSG00000009307"
"2483","ENST00000525970","utr_12521","alternative_5_UTR","ENST00000525970.5","CSDE1-013","chr1",114757925,114757987,"-","CSDE1","ENSG00000009307"
"2484","ENST00000525970","utr_12522","alternative_5_UTR","ENST00000525970.5","CSDE1-013","chr1",114749821,114750207,"-","CSDE1","ENSG00000009307"
"2485","ENST00000525970","utr_12523","alternative_5_UTR","ENST00000525970.5","CSDE1-013","chr1",114739891,114739922,"-","CSDE1","ENSG00000009307"
"2486","ENST00000526070","utr_154282","alternative_5_UTR","ENST00000526070.2","DDX6-002","chr11",118790855,118790948,"-","DDX6","ENSG00000110367"
"2487","ENST00000526070","utr_154283","alternative_5_UTR","ENST00000526070.2","DDX6-002","chr11",118786252,118786518,"-","DDX6","ENSG00000110367"
"2488","ENST00000526104","utr_137645","","ENST00000526104.5","RIC8A-002","chr11",207511,208854,"+","RIC8A","ENSG00000177963"
"2489","ENST00000526193","utr_5118","","ENST00000526193.5","RBBP4-016","chr1",32651217,32651306,"+","RBBP4","ENSG00000162521"
"2490","ENST00000526256","utr_19324","","ENST00000526256.5","CSRP1-015","chr1",201507070,201507123,"-","CSRP1","ENSG00000159176"
"2491","ENST00000526256","utr_19325","","ENST00000526256.5","CSRP1-015","chr1",201496304,201496304,"-","CSRP1","ENSG00000159176"
"2492","ENST00000526343","utr_152236","","ENST00000526343.5","YAP1-001","chr11",102110461,102110848,"+","YAP1","ENSG00000137693"
"2493","ENST00000526496","utr_143423","alternative_5_UTR","ENST00000526496.1","CKAP5-006","chr11",46826762,46826853,"-","CKAP5","ENSG00000175216"
"2494","ENST00000526496","utr_143424","alternative_5_UTR","ENST00000526496.1","CKAP5-006","chr11",46821232,46821268,"-","CKAP5","ENSG00000175216"
"2495","ENST00000526578","utr_146988","","ENST00000526578.5","VPS51-003","chr11",65096479,65096652,"+","VPS51","ENSG00000149823"
"2496","ENST00000526578","utr_146989","","ENST00000526578.5","VPS51-003","chr11",65096998,65097027,"+","VPS51","ENSG00000149823"
"2497","ENST00000526723","utr_19330","","ENST00000526723.5","CSRP1-013","chr1",201507070,201507123,"-","CSRP1","ENSG00000159176"
"2498","ENST00000526723","utr_19331","","ENST00000526723.5","CSRP1-013","chr1",201496304,201496304,"-","CSRP1","ENSG00000159176"
"2499","ENST00000526982","utr_137650","","ENST00000526982.1","RIC8A-005","chr11",208800,208854,"+","RIC8A","ENSG00000177963"
"2500","ENST00000527118","utr_5114","","ENST00000527118.5","RBBP4-014","chr1",32651178,32651306,"+","RBBP4","ENSG00000162521"
"2501","ENST00000527204","utr_145633","alternative_5_UTR","ENST00000527204.5","MTA2-003","chr11",62601023,62601275,"-","MTA2","ENSG00000149480"
"2502","ENST00000527204","utr_145634","alternative_5_UTR","ENST00000527204.5","MTA2-003","chr11",62600622,62600689,"-","MTA2","ENSG00000149480"
"2503","ENST00000527204","utr_145635","alternative_5_UTR","ENST00000527204.5","MTA2-003","chr11",62600166,62600259,"-","MTA2","ENSG00000149480"
"2504","ENST00000527204","utr_145636","alternative_5_UTR","ENST00000527204.5","MTA2-003","chr11",62598522,62598639,"-","MTA2","ENSG00000149480"
"2505","ENST00000527204","utr_145637","alternative_5_UTR","ENST00000527204.5","MTA2-003","chr11",62598327,62598390,"-","MTA2","ENSG00000149480"
"2506","ENST00000527204","utr_145638","alternative_5_UTR","ENST00000527204.5","MTA2-003","chr11",62598024,62598141,"-","MTA2","ENSG00000149480"
"2507","ENST00000527204","utr_145639","alternative_5_UTR","ENST00000527204.5","MTA2-003","chr11",62597684,62597712,"-","MTA2","ENSG00000149480"
"2508","ENST00000527359","utr_7282","","ENST00000527359.5","NASP-017","chr1",45584042,45584146,"+","NASP","ENSG00000132780"
"2509","ENST00000527380","utr_147688","","ENST00000527380.1","PACS1-016","chr11",66100763,66100812,"+","PACS1","ENSG00000175115"
"2510","ENST00000527468","utr_137658","","ENST00000527468.1","RIC8A-008","chr11",209080,209318,"+","RIC8A","ENSG00000177963"
"2511","ENST00000527468","utr_137659","","ENST00000527468.1","RIC8A-008","chr11",209407,209604,"+","RIC8A","ENSG00000177963"
"2512","ENST00000527470","utr_7303","","ENST00000527470.5","NASP-018","chr1",45584045,45584146,"+","NASP","ENSG00000132780"
"2513","ENST00000527507","utr_94215","alternative_5_UTR","ENST00000527507.1","HBS1L-015","chr6",135027067,135027195,"-","HBS1L","ENSG00000112339"
"2514","ENST00000527507","utr_94216","alternative_5_UTR","ENST00000527507.1","HBS1L-015","chr6",135026854,135026863,"-","HBS1L","ENSG00000112339"
"2515","ENST00000527507","utr_94217","alternative_5_UTR","ENST00000527507.1","HBS1L-015","chr6",135002781,135002842,"-","HBS1L","ENSG00000112339"
"2516","ENST00000527578","utr_94192","","ENST00000527578.5","HBS1L-010","chr6",135026854,135027196,"-","HBS1L","ENSG00000112339"
"2517","ENST00000527578","utr_94193","","ENST00000527578.5","HBS1L-010","chr6",135002781,135002842,"-","HBS1L","ENSG00000112339"
"2518","ENST00000527696","utr_137656","","ENST00000527696.5","RIC8A-003","chr11",209069,209292,"+","RIC8A","ENSG00000177963"
"2519","ENST00000528062","utr_261672","","ENST00000528062.7","RBM39-015","chr20",35741941,35742238,"-","RBM39","ENSG00000131051"
"2520","ENST00000528062","utr_261673","","ENST00000528062.7","RBM39-015","chr20",35740875,35740887,"-","RBM39","ENSG00000131051"
"2521","ENST00000528084","utr_7277","","ENST00000528084.5","NASP-012","chr1",45584042,45584146,"+","NASP","ENSG00000132780"
"2522","ENST00000528238","utr_7316","","ENST00000528238.5","NASP-016","chr1",45584058,45584146,"+","NASP","ENSG00000132780"
"2523","ENST00000528302","utr_147676","","ENST00000528302.5","SF3B2-006","chr11",66052331,66052384,"+","SF3B2","ENSG00000087365"
"2524","ENST00000528357","utr_137649","","ENST00000528357.5","RIC8A-009","chr11",208800,208854,"+","RIC8A","ENSG00000177963"
"2525","ENST00000528454","utr_11674","","ENST00000528454.5","AMPD2-007","chr1",109623814,109624089,"+","AMPD2","ENSG00000116337"
"2526","ENST00000528454","utr_11675","","ENST00000528454.5","AMPD2-007","chr1",109625303,109625403,"+","AMPD2","ENSG00000116337"
"2527","ENST00000528489","utr_144553","","ENST00000528489.1","LPXN-001","chr11",58577986,58578220,"-","LPXN","ENSG00000110031"
"2528","ENST00000528588","utr_146974","alternative_5_UTR","ENST00000528588.5","VPS51-015","chr11",65089324,65089482,"+","VPS51","ENSG00000149823"
"2529","ENST00000528588","utr_146975","alternative_5_UTR","ENST00000528588.5","VPS51-015","chr11",65090408,65090475,"+","VPS51","ENSG00000149823"
"2530","ENST00000528667","utr_11659","alternative_5_UTR","ENST00000528667.5","AMPD2-005","chr1",109619885,109620278,"+","AMPD2","ENSG00000116337"
"2531","ENST00000528667","utr_11660","alternative_5_UTR","ENST00000528667.5","AMPD2-005","chr1",109620914,109621013,"+","AMPD2","ENSG00000116337"
"2532","ENST00000528916","utr_140743","","ENST00000528916.1","PARVA-004","chr11",12452735,12453003,"+","PARVA","ENSG00000197702"
"2533","ENST00000528935","utr_147696","","ENST00000528935.1","PACS1-010","chr11",66231794,66232276,"+","PACS1","ENSG00000175115"
"2534","ENST00000528935","utr_147697","","ENST00000528935.1","PACS1-010","chr11",66232960,66233066,"+","PACS1","ENSG00000175115"
"2535","ENST00000528935","utr_147698","","ENST00000528935.1","PACS1-010","chr11",66233785,66233803,"+","PACS1","ENSG00000175115"
"2536","ENST00000528954","utr_144551","","ENST00000528954.5","LPXN-003","chr11",58578047,58578166,"-","LPXN","ENSG00000110031"
"2537","ENST00000529046","utr_12512","alternative_5_UTR","ENST00000529046.5","CSDE1-014","chr1",114757925,114757987,"-","CSDE1","ENSG00000009307"
"2538","ENST00000529046","utr_12513","alternative_5_UTR","ENST00000529046.5","CSDE1-014","chr1",114737975,114738072,"-","CSDE1","ENSG00000009307"
"2539","ENST00000529180","utr_146984","","ENST00000529180.1","VPS51-007","chr11",65096227,65096250,"+","VPS51","ENSG00000149823"
"2540","ENST00000529230","utr_143414","","ENST00000529230.5","CKAP5-002","chr11",46846220,46846229,"-","CKAP5","ENSG00000175216"
"2541","ENST00000529230","utr_143415","","ENST00000529230.5","CKAP5-002","chr11",46821232,46821268,"-","CKAP5","ENSG00000175216"
"2542","ENST00000529333","utr_7297","","ENST00000529333.5","NASP-023","chr1",45584045,45584146,"+","NASP","ENSG00000132780"
"2543","ENST00000529641","utr_94213","alternative_5_UTR","ENST00000529641.5","HBS1L-016","chr6",135027067,135027156,"-","HBS1L","ENSG00000112339"
"2544","ENST00000529641","utr_94214","alternative_5_UTR","ENST00000529641.5","HBS1L-016","chr6",135002781,135002842,"-","HBS1L","ENSG00000112339"
"2545","ENST00000529757","utr_147694","","ENST00000529757.5","PACS1-004","chr11",66230380,66230565,"+","PACS1","ENSG00000175115"
"2546","ENST00000529882","utr_94222","","ENST00000529882.5","HBS1L-011","chr6",135103016,135103056,"-","HBS1L","ENSG00000112339"
"2547","ENST00000530056","utr_147777","","ENST00000530056.1","RIN1-002","chr11",66336674,66336840,"-","RIN1","ENSG00000174791"
"2548","ENST00000530056","utr_147778","","ENST00000530056.1","RIN1-002","chr11",66335829,66335876,"-","RIN1","ENSG00000174791"
"2549","ENST00000530160","utr_210607","","ENST00000530160.1","COG4-008","chr16",70523544,70523554,"-","COG4","ENSG00000103051"
"2550","ENST00000530428","utr_143907","","ENST00000530428.1","MTCH2-002","chr11",47642466,47642607,"-","MTCH2","ENSG00000109919"
"2551","ENST00000530561","utr_144542","","ENST00000530561.5","LPXN-005","chr11",58575773,58575836,"-","LPXN","ENSG00000110031"
"2552","ENST00000530745","utr_147780","","ENST00000530745.3","RIN1-004","chr11",66336403,66336436,"-","RIN1","ENSG00000174791"
